Freq: MHz, Temp: C, Volt: V, Current: Amp, Power: W
A7 CPU0 Freq, A7 CPU1 Freq, A7 CPU2 Freq, A7 CPU3 Freq, A15 CPU0 Freq, A15 CPU1 Freq, A15 CPU2 Freq, A15 CPU3 Freq, A15 CPU0 Temp, A15 CPU1 Temp, A15 CPU2 Temp, A15 CPU3 Temp, A15 Volt, A15 Current, A15 Power, A7 Volt, A7 Current, A7 Power, Mem Volt, Mem Current, Mem Power, GPU Volt, GPU Curr, GPU Power, GPU Freq, GPU Temp
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 60, 56, 69, 62, 1.316250, 2.065960, 2.323605, 1.261250, 0.173484, 0.218153, 1.215000, 0.072709, 0.087480, 0.988750, 0.104728, 0.102752, 600, 52
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 60, 56, 69, 62, 1.315000, 1.909506, 2.510335, 1.263750, 0.188002, 0.237444, 1.215000, 0.075530, 0.091125, 0.987500, 0.104728, 0.102648, 600, 52
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 60, 57, 70, 63, 1.315000, 1.747298, 2.297305, 1.261250, 0.182512, 0.229502, 1.215000, 0.076986, 0.092340, 0.987500, 0.104424, 0.102648, 600, 52
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 60, 56, 63, 60, 1.310000, 1.094630, 1.433140, 1.260000, 0.188490, 0.236880, 1.220000, 0.134498, 0.163480, 0.990000, 0.552216, 0.546480, 600, 53
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 60, 55, 61, 59, 1.310000, 1.094630, 1.433140, 1.262500, 0.195993, 0.246090, 1.215000, 0.240513, 0.291600, 0.996250, 1.948032, 1.940208, 600, 55
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 61, 55, 60, 58, 1.311250, 1.242864, 1.628262, 1.261250, 0.178730, 0.224458, 1.213750, 0.269451, 0.326297, 0.997500, 1.943320, 1.937171, 600, 56
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 61, 55, 60, 58, 1.311250, 1.304788, 1.709544, 1.261250, 0.177510, 0.223197, 1.213750, 0.266994, 0.322658, 0.997500, 1.965512, 1.959105, 600, 57
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 62, 55, 61, 58, 1.310000, 1.027500, 1.527460, 1.262500, 0.195993, 0.246090, 1.217500, 0.261443, 0.317637, 0.997500, 1.975696, 1.969075, 600, 58
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 63, 56, 60, 58, 1.311250, 1.334928, 1.748874, 1.255000, 0.227469, 0.284885, 1.213750, 0.267995, 0.323871, 0.996250, 1.972808, 1.964112, 600, 58
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 62, 55, 60, 59, 1.311250, 1.309720, 1.716099, 1.252500, 0.237717, 0.296724, 1.213750, 0.264264, 0.320232, 0.997500, 1.979192, 1.973063, 600, 59
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 63, 55, 60, 59, 1.310000, 1.081752, 1.416110, 1.260000, 0.193492, 0.243566, 1.213750, 0.263991, 0.319019, 0.997500, 1.989224, 1.983033, 600, 59
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 63, 56, 60, 59, 1.311250, 1.315200, 1.723965, 1.260000, 0.191723, 0.240660, 1.213750, 0.267449, 0.323871, 0.997500, 1.989224, 1.983033, 600, 59
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 63, 56, 60, 59, 1.311250, 1.326160, 1.738386, 1.258750, 0.181963, 0.227698, 1.216250, 0.264719, 0.321024, 0.997500, 1.987248, 1.981039, 600, 59
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 63, 56, 60, 59, 1.308750, 1.006128, 1.315848, 1.258750, 0.199714, 0.250342, 1.216250, 0.262444, 0.318592, 0.997500, 1.991200, 1.985027, 600, 59
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 63, 56, 60, 59, 1.311250, 1.325612, 1.737075, 1.261250, 0.197213, 0.248417, 1.213750, 0.263718, 0.319019, 0.997500, 1.991504, 1.985027, 600, 59
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 63, 56, 60, 59, 1.310000, 1.246700, 1.632260, 1.258750, 0.188002, 0.236504, 1.213750, 0.261261, 0.316593, 0.997500, 1.995000, 1.989015, 600, 59
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 64, 56, 60, 59, 1.308750, 0.912694, 1.192896, 1.258750, 0.193736, 0.242794, 1.213750, 0.263263, 0.319019, 0.997500, 1.996824, 1.990012, 600, 59
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 64, 56, 60, 59, 1.311250, 1.341230, 1.758051, 1.258750, 0.191967, 0.240278, 1.213750, 0.264992, 0.320232, 0.997500, 1.988768, 1.982036, 600, 60
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 64, 56, 60, 60, 1.310000, 1.149978, 1.505190, 1.255000, 0.195017, 0.244725, 1.213750, 0.263991, 0.319019, 0.997500, 1.985272, 1.979045, 600, 60
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 64, 56, 61, 59, 1.308750, 0.885568, 1.157580, 1.250000, 0.246257, 0.307500, 1.213750, 0.261716, 0.316593, 0.997500, 1.974784, 1.968078, 600, 60
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 64, 56, 61, 59, 1.311250, 1.323694, 1.734453, 1.255000, 0.213500, 0.267315, 1.215000, 0.259987, 0.314685, 0.996250, 1.984208, 1.976064, 600, 60
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 64, 56, 61, 59, 1.310000, 1.039282, 1.361090, 1.256250, 0.196969, 0.246176, 1.215000, 0.257985, 0.312255, 0.996250, 1.970984, 1.962120, 600, 60
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 64, 57, 61, 59, 1.308750, 0.934066, 1.221672, 1.253750, 0.185745, 0.231805, 1.212500, 0.255255, 0.309060, 0.997500, 1.974024, 1.968078, 600, 60
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 65, 57, 62, 65, 1.311250, 1.333832, 1.747563, 1.253750, 0.188734, 0.235564, 1.215000, 0.256438, 0.311040, 0.988750, 0.260680, 0.256880, 600, 58
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 63, 57, 62, 61, 1.315000, 1.924576, 2.530060, 1.250000, 0.228262, 0.285000, 1.217500, 0.108472, 0.131436, 0.988750, 0.134216, 0.132392, 600, 56
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 60, 54, 59, 58, 1.308750, 0.831316, 1.086948, 1.255000, 0.247477, 0.309985, 1.213750, 0.061243, 0.073993, 0.987500, 0.123728, 0.121401, 600, 53
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 59, 54, 59, 57, 1.311250, 1.246152, 1.633506, 1.262500, 0.189710, 0.238518, 1.213750, 0.070252, 0.084910, 0.987500, 0.122208, 0.120414, 600, 53
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 59, 54, 60, 57, 1.311250, 1.255742, 1.645305, 1.260000, 0.178730, 0.224280, 1.215000, 0.066976, 0.080190, 0.987500, 0.119776, 0.117453, 600, 52
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 58, 53, 58, 56, 1.311250, 1.119016, 1.467009, 1.262500, 0.190015, 0.239780, 1.215000, 0.065520, 0.078845, 0.987500, 0.118256, 0.116466, 600, 51
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 58, 53, 58, 56, 1.311250, 1.236288, 1.620396, 1.262500, 0.165737, 0.208230, 1.213750, 0.060788, 0.072780, 0.988750, 0.117496, 0.115596, 600, 51
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 57, 52, 57, 55, 1.311250, 1.234644, 1.617774, 1.262500, 0.168970, 0.212016, 1.213750, 0.062972, 0.075206, 0.987500, 0.116736, 0.114492, 600, 50
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 59, 56, 59, 57, 1.311250, 1.216012, 1.594176, 1.262500, 0.187758, 0.235994, 1.215000, 0.067522, 0.081405, 0.987500, 0.115672, 0.113505, 600, 50
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 59, 59, 60, 58, 1.317500, 2.332288, 3.071244, 1.258750, 0.216977, 0.271728, 1.217500, 0.112749, 0.136304, 0.988750, 0.103208, 0.101764, 600, 51
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 61, 63, 62, 59, 1.317500, 2.440792, 3.213480, 1.262500, 0.167994, 0.210754, 1.218750, 0.110747, 0.133980, 0.988750, 0.102752, 0.100776, 600, 51
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 61, 64, 63, 60, 1.317500, 2.348180, 3.092316, 1.263750, 0.186721, 0.234918, 1.213750, 0.073528, 0.088549, 0.988750, 0.103512, 0.101764, 600, 51
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 61, 65, 64, 60, 1.318750, 2.634236, 3.471612, 1.260000, 0.193492, 0.243180, 1.215000, 0.073528, 0.088695, 0.988750, 0.103664, 0.101764, 600, 52
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 62, 65, 64, 61, 1.318750, 2.551762, 3.362218, 1.262500, 0.173972, 0.218326, 1.213750, 0.073528, 0.088549, 0.988750, 0.104272, 0.102752, 600, 52
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 62, 66, 64, 61, 1.316250, 2.253376, 2.964948, 1.261250, 0.191479, 0.240851, 1.213750, 0.074256, 0.089762, 0.988750, 0.105032, 0.103740, 600, 52
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 61, 66, 64, 61, 1.318750, 2.654512, 3.497972, 1.261250, 0.180255, 0.226980, 1.215000, 0.074984, 0.089910, 0.988750, 0.105032, 0.103740, 600, 52
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 62, 66, 64, 61, 1.317500, 2.396404, 3.155532, 1.261250, 0.194468, 0.244634, 1.215000, 0.070980, 0.085050, 0.988750, 0.105792, 0.103740, 600, 53
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 63, 67, 65, 61, 1.317500, 2.303792, 3.033051, 1.260000, 0.177998, 0.223020, 1.213750, 0.063518, 0.076419, 0.988750, 0.106552, 0.104728, 600, 53
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 63, 67, 65, 61, 1.318750, 2.596698, 3.421528, 1.261250, 0.173972, 0.218153, 1.213750, 0.070980, 0.084910, 0.988750, 0.106552, 0.104728, 600, 53
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 63, 67, 64, 62, 1.317500, 2.313108, 3.046221, 1.260000, 0.206485, 0.259560, 1.213750, 0.066703, 0.080058, 0.988750, 0.107008, 0.105716, 600, 53
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 63, 67, 65, 62, 1.318750, 2.642456, 3.482156, 1.260000, 0.172508, 0.216720, 1.213750, 0.065975, 0.078845, 0.988750, 0.107008, 0.105716, 600, 53
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 63, 67, 65, 63, 1.317500, 2.414762, 3.179238, 1.256250, 0.231495, 0.290136, 1.215000, 0.071708, 0.086265, 0.988750, 0.107312, 0.105716, 600, 53
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 63, 67, 65, 62, 1.318750, 2.640538, 3.479520, 1.261250, 0.187514, 0.235807, 1.213750, 0.067249, 0.081271, 0.988750, 0.107464, 0.105716, 600, 53
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 63, 67, 66, 62, 1.318750, 2.682186, 3.534876, 1.262500, 0.155733, 0.195610, 1.213750, 0.067977, 0.081271, 0.988750, 0.107768, 0.105716, 600, 53
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 63, 67, 65, 63, 1.318750, 2.573134, 3.391214, 1.262500, 0.192211, 0.242304, 1.213750, 0.067977, 0.081271, 0.988750, 0.107768, 0.105716, 600, 53
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 63, 67, 66, 63, 1.320000, 2.668486, 3.521760, 1.261250, 0.169519, 0.213109, 1.215000, 0.069524, 0.083835, 0.988750, 0.107920, 0.105716, 600, 53
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 63, 64, 66, 62, 1.318750, 2.582998, 3.403076, 1.261250, 0.172020, 0.216892, 1.213750, 0.075530, 0.090975, 0.988750, 0.107768, 0.105716, 600, 53
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 62, 61, 65, 62, 1.317500, 2.346262, 3.089682, 1.260000, 0.170007, 0.214200, 1.217500, 0.090727, 0.109440, 0.988750, 0.107920, 0.105716, 600, 53
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 62, 57, 65, 62, 1.317500, 2.211728, 2.911887, 1.257500, 0.212463, 0.266484, 1.216250, 0.097461, 0.117952, 0.988750, 0.107768, 0.105716, 600, 53
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 60, 56, 61, 59, 1.313750, 1.805112, 2.369965, 1.258750, 0.210511, 0.264180, 1.217500, 0.093730, 0.113181, 0.988750, 0.107312, 0.105716, 600, 52
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 59, 55, 60, 58, 1.310000, 0.890500, 1.165900, 1.263750, 0.183488, 0.231129, 1.213750, 0.058786, 0.070354, 0.988750, 0.105792, 0.103740, 600, 52
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 69, 56, 62, 60, 1.316250, 2.136104, 2.810976, 1.258750, 0.234240, 0.294372, 1.215000, 0.086450, 0.104490, 0.988750, 0.105184, 0.103740, 600, 53
1400, 1400, 1400, 1400, 2000, 2000, 2000, 2000, 70, 56, 61, 60, 1.317500, 2.318862, 3.052806, 1.261250, 0.195017, 0.245895, 1.213750, 0.071526, 0.086123, 0.988750, 0.106704, 0.104728, 600, 54
